source,target,estimated_tariff_pct,tariff_methodology,is_placeholder_estimate
Japan,Viet Nam,0.02,importer_default_high_income,True
Japan,Brunei Darussalam,0.02,importer_default_high_income,True
Japan,Indonesia,0.02,importer_default_high_income,True
Japan,Mexico,0.02,importer_default_high_income,True
Japan,Canada,0.02,importer_default_high_income,True
Japan,South Sudan,0.02,importer_default_high_income,True
Jordan,Saudi Arabia,0.04,importer_default_upper_middle_income,True
Jordan,Iraq,0.04,importer_default_upper_middle_income,True
Kazakhstan,Netherlands,0.04,importer_default_upper_middle_income,True
Kazakhstan,Kuwait,0.04,importer_default_upper_middle_income,True
Kazakhstan,United Arab Emirates,0.04,importer_default_upper_middle_income,True
Kenya,China,0.06,importer_default_lower_middle_income,True
Kenya,Sweden,0.06,importer_default_lower_middle_income,True
Kyrgyzstan,Kazakhstan,0.06,importer_default_lower_middle_income,True
Latvia,Poland,0.0,eu_eea_uk_ch_zone,True
Latvia,Estonia,0.0,eu_eea_uk_ch_zone,True
Lesotho,South Africa,0.06,importer_default_lower_middle_income,True
Lithuania,Saudi Arabia,0.02,importer_default_high_income,True
Lithuania,Norway,0.02,importer_default_high_income,True
Lithuania,Algeria,0.02,importer_default_high_income,True
Lithuania,United Kingdom,0.0,eu_eea_uk_ch_zone,True
Lithuania,USA,0.02,importer_default_high_income,True
Lithuania,Latvia,0.0,eu_eea_uk_ch_zone,True
Luxembourg,Netherlands,0.0,eu_eea_uk_ch_zone,True
Luxembourg,Germany,0.0,eu_eea_uk_ch_zone,True
Luxembourg,Belgium,0.0,eu_eea_uk_ch_zone,True
Luxembourg,France,0.0,eu_eea_uk_ch_zone,True
Luxembourg,"Other Europe, nes",0.02,importer_default_high_income,True
Malawi,China,0.08,importer_default_low_income,True
Malawi,United Arab Emirates,0.08,importer_default_low_income,True
Malaysia,Saudi Arabia,0.04,importer_default_upper_middle_income,True
Malaysia,United Arab Emirates,0.04,importer_default_upper_middle_income,True
Malaysia,USA,0.04,importer_default_upper_middle_income,True
Malaysia,Qatar,0.04,importer_default_upper_middle_income,True
Malaysia,Gabon,0.04,importer_default_upper_middle_income,True
Malaysia,Cameroon,0.04,importer_default_upper_middle_income,True
Malaysia,Brazil,0.04,importer_default_upper_middle_income,True
Malaysia,Angola,0.04,importer_default_upper_middle_income,True
Malaysia,Sudan,0.04,importer_default_upper_middle_income,True
Malaysia,Thailand,0.04,importer_default_upper_middle_income,True
Malaysia,Congo,0.04,importer_default_upper_middle_income,True
Malaysia,Kuwait,0.04,importer_default_upper_middle_income,True
Malaysia,Chad,0.04,importer_default_upper_middle_income,True
Malaysia,Libya,0.04,importer_default_upper_middle_income,True
Malaysia,Indonesia,0.04,importer_default_upper_middle_income,True
Malaysia,Argentina,0.04,importer_default_upper_middle_income,True
Malaysia,Oman,0.04,importer_default_upper_middle_income,True
Malaysia,Brunei Darussalam,0.04,importer_default_upper_middle_income,True
Malaysia,Russian Federation,0.04,importer_default_upper_middle_income,True
Malaysia,Viet Nam,0.04,importer_default_upper_middle_income,True
Malaysia,Australia,0.04,importer_default_upper_middle_income,True
Malaysia,Nigeria,0.04,importer_default_upper_middle_income,True
Malaysia,United Kingdom,0.04,importer_default_upper_middle_income,True
Malaysia,Niger,0.04,importer_default_upper_middle_income,True
Malaysia,Iraq,0.04,importer_default_upper_middle_income,True
Malaysia,China,0.04,importer_default_upper_middle_income,True
Maldives,Spain,0.04,importer_default_upper_middle_income,True
Malta,Netherlands,0.0,eu_eea_uk_ch_zone,True
Malta,USA,0.02,importer_default_high_income,True
Malta,Japan,0.02,importer_default_high_income,True
Montserrat,Antigua and Barbuda,0.02,importer_default_high_income,True
Montserrat,Curaçao,0.02,importer_default_high_income,True
Morocco,"Areas, nes",0.06,importer_default_lower_middle_income,True
Mozambique,South Africa,0.08,importer_default_low_income,True
Mozambique,United Arab Emirates,0.08,importer_default_low_income,True
Mozambique,Portugal,0.08,importer_default_low_income,True
Mozambique,Germany,0.08,importer_default_low_income,True
Mozambique,France,0.08,importer_default_low_income,True
Mozambique,Namibia,0.08,importer_default_low_income,True
Mozambique,Eswatini,0.08,importer_default_low_income,True
Namibia,South Africa,0.04,importer_default_upper_middle_income,True
Namibia,Canada,0.04,importer_default_upper_middle_income,True
Namibia,Italy,0.04,importer_default_upper_middle_income,True
Namibia,India,0.04,importer_default_upper_middle_income,True
Netherlands,USA,0.02,importer_default_high_income,True
Netherlands,Norway,0.02,importer_default_high_income,True
Netherlands,Kazakhstan,0.02,importer_default_high_income,True
Netherlands,Iraq,0.02,importer_default_high_income,True
Netherlands,Brazil,0.02,importer_default_high_income,True
Netherlands,United Kingdom,0.0,eu_eea_uk_ch_zone,True
Netherlands,Guyana,0.02,importer_default_high_income,True
Netherlands,Saudi Arabia,0.02,importer_default_high_income,True
Netherlands,Nigeria,0.02,importer_default_high_income,True
Netherlands,Canada,0.02,importer_default_high_income,True
Netherlands,Libya,0.02,importer_default_high_income,True
Netherlands,Belgium,0.0,eu_eea_uk_ch_zone,True
Netherlands,Algeria,0.02,importer_default_high_income,True
Netherlands,Russian Federation,0.02,importer_default_high_income,True
Netherlands,Angola,0.02,importer_default_high_income,True
Netherlands,Cameroon,0.02,importer_default_high_income,True
Netherlands,Chad,0.02,importer_default_high_income,True
Netherlands,Côte d'Ivoire,0.02,importer_default_high_income,True
Netherlands,Israel,0.02,importer_default_high_income,True
Netherlands,Gabon,0.02,importer_default_high_income,True
Netherlands,Colombia,0.02,importer_default_high_income,True
Netherlands,Argentina,0.02,importer_default_high_income,True
Netherlands,Denmark,0.0,eu_eea_uk_ch_zone,True
Netherlands,"Other Europe, nes",0.02,importer_default_high_income,True
Netherlands,Congo,0.02,importer_default_high_income,True
Netherlands,Senegal,0.02,importer_default_high_income,True
Netherlands,Germany,0.0,eu_eea_uk_ch_zone,True
Netherlands,Equatorial Guinea,0.02,importer_default_high_income,True
Netherlands,Tunisia,0.02,importer_default_high_income,True
Netherlands,United Arab Emirates,0.02,importer_default_high_income,True
Netherlands,Ghana,0.02,importer_default_high_income,True
Netherlands,Cyprus,0.0,eu_eea_uk_ch_zone,True
Netherlands,Australia,0.02,importer_default_high_income,True
Netherlands,Türkiye,0.02,importer_default_high_income,True
Netherlands,"Areas, nes",0.02,importer_default_high_income,True
Netherlands,France,0.0,eu_eea_uk_ch_zone,True
Netherlands,Spain,0.0,eu_eea_uk_ch_zone,True
Netherlands,Qatar,0.02,importer_default_high_income,True
Netherlands,Italy,0.0,eu_eea_uk_ch_zone,True
Netherlands,Kuwait,0.02,importer_default_high_income,True
Netherlands,Malaysia,0.02,importer_default_high_income,True
Netherlands,South Africa,0.02,importer_default_high_income,True
Netherlands,Rep. of Korea,0.02,importer_default_high_income,True
Netherlands,Togo,0.02,importer_default_high_income,True
Netherlands,Singapore,0.02,importer_default_high_income,True
Netherlands,India,0.02,importer_default_high_income,True
Netherlands,Philippines,0.02,importer_default_high_income,True
Netherlands,Curaçao,0.02,importer_default_high_income,True
Netherlands,Thailand,0.02,importer_default_high_income,True
Netherlands,Namibia,0.02,importer_default_high_income,True
Netherlands,Oman,0.02,importer_default_high_income,True
Netherlands,Slovenia,0.0,eu_eea_uk_ch_zone,True
Netherlands,Poland,0.0,eu_eea_uk_ch_zone,True
Netherlands,Morocco,0.02,importer_default_high_income,True
Netherlands,Czechia,0.0,eu_eea_uk_ch_zone,True
Netherlands,Aruba,0.02,importer_default_high_income,True
Netherlands,Egypt,0.02,importer_default_high_income,True
Netherlands,Portugal,0.0,eu_eea_uk_ch_zone,True
Netherlands,Luxembourg,0.0,eu_eea_uk_ch_zone,True
Netherlands,China,0.02,importer_default_high_income,True
Netherlands,Liberia,0.02,importer_default_high_income,True
Netherlands,Chile,0.02,importer_default_high_income,True
Netherlands,Jordan,0.02,importer_default_high_income,True
Netherlands,Austria,0.0,eu_eea_uk_ch_zone,True
Netherlands,"China, Hong Kong SAR",0.02,importer_default_high_income,True
New Zealand,China,0.02,importer_default_high_income,True
New Zealand,India,0.02,importer_default_high_income,True
New Zealand,Australia,0.02,importer_default_high_income,True
Nicaragua,USA,0.06,importer_default_lower_middle_income,True
Nicaragua,Guatemala,0.06,importer_default_lower_middle_income,True
Norway,USA,0.02,importer_default_high_income,True
Norway,Nigeria,0.02,importer_default_high_income,True
Norway,United Kingdom,0.02,importer_default_high_income,True
Norway,Libya,0.02,importer_default_high_income,True
Oman,Kuwait,0.02,importer_default_high_income,True
Oman,United Arab Emirates,0.02,importer_default_high_income,True
Oman,Indonesia,0.02,importer_default_high_income,True
Oman,South Africa,0.02,importer_default_high_income,True
Oman,Qatar,0.02,importer_default_high_income,True
Oman,Türkiye,0.02,importer_default_high_income,True
Oman,Iran,0.02,importer_default_high_income,True
Oman,Norway,0.02,importer_default_high_income,True
Pakistan,Saudi Arabia,0.06,importer_default_lower_middle_income,True
Pakistan,United Arab Emirates,0.06,importer_default_lower_middle_income,True
Pakistan,USA,0.06,importer_default_lower_middle_income,True
Pakistan,Sao Tome and Principe,0.06,importer_default_lower_middle_income,True
Pakistan,Kuwait,0.06,importer_default_lower_middle_income,True
Paraguay,Brazil,0.04,importer_default_upper_middle_income,True
Peru,Ecuador,0.04,importer_default_upper_middle_income,True
Peru,USA,0.04,importer_default_upper_middle_income,True
Peru,Nigeria,0.04,importer_default_upper_middle_income,True
Peru,Brazil,0.04,importer_default_upper_middle_income,True
Peru,Argentina,0.04,importer_default_upper_middle_income,True
Peru,Trinidad and Tobago,0.04,importer_default_upper_middle_income,True
Peru,Colombia,0.04,importer_default_upper_middle_income,True
Peru,Mexico,0.04,importer_default_upper_middle_income,True
Peru,France,0.04,importer_default_upper_middle_income,True
Peru,Spain,0.04,importer_default_upper_middle_income,True
Peru,Canada,0.04,importer_default_upper_middle_income,True
Peru,Japan,0.04,importer_default_upper_middle_income,True
Philippines,Saudi Arabia,0.06,importer_default_lower_middle_income,True
Philippines,United Arab Emirates,0.06,importer_default_lower_middle_income,True
Philippines,Iraq,0.06,importer_default_lower_middle_income,True
Philippines,Colombia,0.06,importer_default_lower_middle_income,True
Philippines,Japan,0.06,importer_default_lower_middle_income,True
Philippines,Qatar,0.06,importer_default_lower_middle_income,True
Philippines,Malaysia,0.06,importer_default_lower_middle_income,True
Philippines,Brunei Darussalam,0.06,importer_default_lower_middle_income,True
Poland,Saudi Arabia,0.02,importer_default_high_income,True
Poland,Norway,0.02,importer_default_high_income,True
Poland,USA,0.02,importer_default_high_income,True
Poland,United Kingdom,0.0,eu_eea_uk_ch_zone,True
Poland,Nigeria,0.02,importer_default_high_income,True
Poland,Guyana,0.02,importer_default_high_income,True
Poland,Kazakhstan,0.02,importer_default_high_income,True
Poland,Algeria,0.02,importer_default_high_income,True
Poland,Venezuela,0.02,importer_default_high_income,True
Poland,Switzerland,0.0,eu_eea_uk_ch_zone,True
Poland,Côte d'Ivoire,0.02,importer_default_high_income,True
Portugal,Brazil,0.02,importer_default_high_income,True
Portugal,Algeria,0.02,importer_default_high_income,True
Portugal,Azerbaijan,0.02,importer_default_high_income,True
Portugal,USA,0.02,importer_default_high_income,True
Portugal,Nigeria,0.02,importer_default_high_income,True
Portugal,Norway,0.02,importer_default_high_income,True
Portugal,Ghana,0.02,importer_default_high_income,True
Portugal,Angola,0.02,importer_default_high_income,True
Portugal,Libya,0.02,importer_default_high_income,True
Portugal,Spain,0.0,eu_eea_uk_ch_zone,True
Portugal,Italy,0.0,eu_eea_uk_ch_zone,True
Qatar,Kuwait,0.02,importer_default_high_income,True
Qatar,Oman,0.02,importer_default_high_income,True
Qatar,Malaysia,0.02,importer_default_high_income,True
Qatar,India,0.02,importer_default_high_income,True
Qatar,Singapore,0.02,importer_default_high_income,True
Qatar,Italy,0.02,importer_default_high_income,True
Qatar,Spain,0.02,importer_default_high_income,True
Qatar,Sweden,0.02,importer_default_high_income,True
Qatar,Brazil,0.02,importer_default_high_income,True
Qatar,Netherlands,0.02,importer_default_high_income,True
Qatar,Portugal,0.02,importer_default_high_income,True
Qatar,United Kingdom,0.02,importer_default_high_income,True
Qatar,Ireland,0.02,importer_default_high_income,True
Qatar,South Africa,0.02,importer_default_high_income,True
Qatar,Kazakhstan,0.02,importer_default_high_income,True
Qatar,Greece,0.02,importer_default_high_income,True
Qatar,Malta,0.02,importer_default_high_income,True
Qatar,Germany,0.02,importer_default_high_income,True
Qatar,Tunisia,0.02,importer_default_high_income,True
Qatar,Belgium,0.02,importer_default_high_income,True
Qatar,Colombia,0.02,importer_default_high_income,True
Qatar,USA,0.02,importer_default_high_income,True
Qatar,Finland,0.02,importer_default_high_income,True
Rep. of Korea,Saudi Arabia,0.02,importer_default_high_income,True
Rep. of Korea,USA,0.02,importer_default_high_income,True
Rep. of Korea,United Arab Emirates,0.02,importer_default_high_income,True
Rep. of Korea,Iraq,0.02,importer_default_high_income,True
Rep. of Korea,Kuwait,0.02,importer_default_high_income,True
Rep. of Korea,Qatar,0.02,importer_default_high_income,True
Rep. of Korea,Australia,0.02,importer_default_high_income,True
Rep. of Korea,Mexico,0.02,importer_default_high_income,True
Rep. of Korea,Brazil,0.02,importer_default_high_income,True
Rep. of Korea,Algeria,0.02,importer_default_high_income,True
Rep. of Korea,Kazakhstan,0.02,importer_default_high_income,True
Rep. of Korea,Oman,0.02,importer_default_high_income,True
Rep. of Korea,United Kingdom,0.02,importer_default_high_income,True
Rep. of Korea,Nigeria,0.02,importer_default_high_income,True
Rep. of Korea,Papua New Guinea,0.02,importer_default_high_income,True
Rep. of Korea,Norway,0.02,importer_default_high_income,True
Rep. of Korea,Ecuador,0.02,importer_default_high_income,True
Rep. of Korea,New Zealand,0.02,importer_default_high_income,True
Rep. of Korea,Indonesia,0.02,importer_default_high_income,True
Rep. of Korea,Canada,0.02,importer_default_high_income,True
Rep. of Korea,Mozambique,0.02,importer_default_high_income,True
Rep. of Korea,Equatorial Guinea,0.02,importer_default_high_income,True
Rep. of Korea,Philippines,0.02,importer_default_high_income,True
Rep. of Korea,Malaysia,0.02,importer_default_high_income,True
Rep. of Korea,Uruguay,0.02,importer_default_high_income,True
Rep. of Korea,China,0.02,importer_default_high_income,True
Rep. of Korea,Singapore,0.02,importer_default_high_income,True
Rep. of Korea,Netherlands,0.02,importer_default_high_income,True
Rep. of Korea,Senegal,0.02,importer_default_high_income,True
Rep. of Korea,South Africa,0.02,importer_default_high_income,True
Rep. of Korea,Belgium,0.02,importer_default_high_income,True
Rep. of Korea,Spain,0.02,importer_default_high_income,True
Rep. of Korea,Argentina,0.02,importer_default_high_income,True
Rep. of Korea,Japan,0.02,importer_default_high_income,True
Rep. of Moldova,France,0.04,importer_default_upper_middle_income,True
Romania,Kazakhstan,0.02,importer_default_high_income,True
Romania,Azerbaijan,0.02,importer_default_high_income,True
Romania,Guyana,0.02,importer_default_high_income,True
Romania,Norway,0.02,importer_default_high_income,True
Romania,Libya,0.02,importer_default_high_income,True
Romania,Congo,0.02,importer_default_high_income,True
Romania,Canada,0.02,importer_default_high_income,True
Romania,Côte d'Ivoire,0.02,importer_default_high_income,True
Romania,Gabon,0.02,importer_default_high_income,True
Romania,Rep. of Moldova,0.02,importer_default_high_income,True
Romania,Ukraine,0.02,importer_default_high_income,True
Romania,Belgium,0.0,eu_eea_uk_ch_zone,True
Romania,USA,0.02,importer_default_high_income,True
Samoa,China,0.04,importer_default_upper_middle_income,True
Senegal,Nigeria,0.06,importer_default_lower_middle_income,True
Senegal,Nicaragua,0.06,importer_default_lower_middle_income,True
Serbia,Iraq,0.04,importer_default_upper_middle_income,True
Serbia,Kazakhstan,0.04,importer_default_upper_middle_income,True
Serbia,Azerbaijan,0.04,importer_default_upper_middle_income,True
Serbia,Libya,0.04,importer_default_upper_middle_income,True
Serbia,Romania,0.04,importer_default_upper_middle_income,True
Serbia,Hungary,0.04,importer_default_upper_middle_income,True
Serbia,"Areas, nes",0.04,importer_default_upper_middle_income,True
Serbia,USA,0.04,importer_default_upper_middle_income,True
Singapore,United Arab Emirates,0.005,sg_low_tariff_fta_network,True
Singapore,USA,0.005,sg_low_tariff_fta_network,True
Singapore,Qatar,0.005,sg_low_tariff_fta_network,True
Singapore,Saudi Arabia,0.005,sg_low_tariff_fta_network,True
Singapore,Brazil,0.005,sg_low_tariff_fta_network,True
Singapore,Australia,0.005,sg_low_tariff_fta_network,True
Singapore,Iraq,0.005,sg_low_tariff_fta_network,True
Singapore,Angola,0.005,sg_low_tariff_fta_network,True
Singapore,Malaysia,0.005,sg_low_tariff_fta_network,True
Singapore,Brunei Darussalam,0.005,sg_low_tariff_fta_network,True
Singapore,Indonesia,0.005,sg_low_tariff_fta_network,True
Singapore,Congo,0.005,sg_low_tariff_fta_network,True
Singapore,United Kingdom,0.005,sg_low_tariff_fta_network,True
Singapore,Papua New Guinea,0.005,sg_low_tariff_fta_network,True
Singapore,Viet Nam,0.005,sg_low_tariff_fta_network,True
Singapore,Sudan,0.005,sg_low_tariff_fta_network,True
Singapore,South Sudan,0.005,sg_low_tariff_fta_network,True
Singapore,Guyana,0.005,sg_low_tariff_fta_network,True
Singapore,China,0.005,sg_low_tariff_fta_network,True
Singapore,New Zealand,0.005,sg_low_tariff_fta_network,True
Singapore,Ecuador,0.005,sg_low_tariff_fta_network,True
Singapore,Thailand,0.005,sg_low_tariff_fta_network,True
Singapore,Nigeria,0.005,sg_low_tariff_fta_network,True
Singapore,Libya,0.005,sg_low_tariff_fta_network,True
Singapore,Panama,0.005,sg_low_tariff_fta_network,True
Singapore,Denmark,0.005,sg_low_tariff_fta_network,True
Singapore,Pakistan,0.005,sg_low_tariff_fta_network,True
Singapore,Niger,0.005,sg_low_tariff_fta_network,True
Singapore,Norway,0.005,sg_low_tariff_fta_network,True
Singapore,Kuwait,0.005,sg_low_tariff_fta_network,True
Singapore,Japan,0.005,sg_low_tariff_fta_network,True
Singapore,Spain,0.005,sg_low_tariff_fta_network,True
Singapore,Türkiye,0.005,sg_low_tariff_fta_network,True
Singapore,Mauritius,0.005,sg_low_tariff_fta_network,True
Singapore,Equatorial Guinea,0.005,sg_low_tariff_fta_network,True
Singapore,Germany,0.005,sg_low_tariff_fta_network,True
Singapore,Rep. of Korea,0.005,sg_low_tariff_fta_network,True
Singapore,Tunisia,0.005,sg_low_tariff_fta_network,True
Singapore,South Africa,0.005,sg_low_tariff_fta_network,True
Singapore,"China, Hong Kong SAR",0.005,sg_low_tariff_fta_network,True
Singapore,Philippines,0.005,sg_low_tariff_fta_network,True
Singapore,Côte d'Ivoire,0.005,sg_low_tariff_fta_network,True
Slovakia,Russian Federation,0.02,importer_default_high_income,True
Slovakia,Azerbaijan,0.02,importer_default_high_income,True
Slovakia,Norway,0.02,importer_default_high_income,True
Slovakia,Guyana,0.02,importer_default_high_income,True
Slovakia,Kazakhstan,0.02,importer_default_high_income,True
Slovakia,USA,0.02,importer_default_high_income,True
Slovakia,Libya,0.02,importer_default_high_income,True
Slovakia,"Other Europe, nes",0.02,importer_default_high_income,True
Slovakia,Czechia,0.0,eu_eea_uk_ch_zone,True
Slovakia,Canada,0.02,importer_default_high_income,True
Slovakia,Israel,0.02,importer_default_high_income,True
Slovakia,Poland,0.0,eu_eea_uk_ch_zone,True
Slovakia,Italy,0.0,eu_eea_uk_ch_zone,True
Slovenia,Austria,0.0,eu_eea_uk_ch_zone,True
Slovenia,Germany,0.0,eu_eea_uk_ch_zone,True
Slovenia,Croatia,0.0,eu_eea_uk_ch_zone,True
Slovenia,Hungary,0.0,eu_eea_uk_ch_zone,True
South Africa,Nigeria,0.04,importer_default_upper_middle_income,True
South Africa,Saudi Arabia,0.04,importer_default_upper_middle_income,True
South Africa,Angola,0.04,importer_default_upper_middle_income,True
South Africa,USA,0.04,importer_default_upper_middle_income,True
South Africa,Ghana,0.04,importer_default_upper_middle_income,True
South Africa,Côte d'Ivoire,0.04,importer_default_upper_middle_income,True
South Africa,Algeria,0.04,importer_default_upper_middle_income,True
South Africa,Greece,0.04,importer_default_upper_middle_income,True
South Africa,Brazil,0.04,importer_default_upper_middle_income,True
South Africa,United Kingdom,0.04,importer_default_upper_middle_income,True
South Africa,Türkiye,0.04,importer_default_upper_middle_income,True
Spain,USA,0.02,importer_default_high_income,True
Spain,Nigeria,0.02,importer_default_high_income,True
Spain,Brazil,0.02,importer_default_high_income,True
Spain,Mexico,0.02,importer_default_high_income,True
Spain,Libya,0.02,importer_default_high_income,True
Spain,Angola,0.02,importer_default_high_income,True
Spain,Saudi Arabia,0.02,importer_default_high_income,True
Spain,Algeria,0.02,importer_default_high_income,True
Spain,Kazakhstan,0.02,importer_default_high_income,True
Spain,Venezuela,0.02,importer_default_high_income,True
Spain,Guyana,0.02,importer_default_high_income,True
Spain,Iraq,0.02,importer_default_high_income,True
Spain,Canada,0.02,importer_default_high_income,True
Spain,Equatorial Guinea,0.02,importer_default_high_income,True
Spain,Norway,0.02,importer_default_high_income,True
Spain,Italy,0.0,eu_eea_uk_ch_zone,True
Spain,United Kingdom,0.0,eu_eea_uk_ch_zone,True
Spain,Gabon,0.02,importer_default_high_income,True
Spain,Azerbaijan,0.02,importer_default_high_income,True
Spain,Albania,0.02,importer_default_high_income,True
Spain,Ghana,0.02,importer_default_high_income,True
Spain,Senegal,0.02,importer_default_high_income,True
Spain,Malta,0.0,eu_eea_uk_ch_zone,True
Spain,France,0.0,eu_eea_uk_ch_zone,True
Spain,Tunisia,0.02,importer_default_high_income,True
Spain,"Other Europe, nes",0.02,importer_default_high_income,True
Spain,Germany,0.0,eu_eea_uk_ch_zone,True
Spain,Portugal,0.0,eu_eea_uk_ch_zone,True
Spain,Belgium,0.0,eu_eea_uk_ch_zone,True
Spain,Colombia,0.02,importer_default_high_income,True
Spain,Singapore,0.02,importer_default_high_income,True
Spain,Togo,0.02,importer_default_high_income,True
Spain,Peru,0.02,importer_default_high_income,True
Spain,Côte d'Ivoire,0.02,importer_default_high_income,True
Spain,Gibraltar,0.02,importer_default_high_income,True
Sri Lanka,United Arab Emirates,0.06,importer_default_lower_middle_income,True
Sri Lanka,India,0.06,importer_default_lower_middle_income,True
Sri Lanka,China,0.06,importer_default_lower_middle_income,True
Sri Lanka,"China, Hong Kong SAR",0.06,importer_default_lower_middle_income,True
Sri Lanka,Netherlands,0.06,importer_default_lower_middle_income,True
Sweden,Norway,0.02,importer_default_high_income,True
Sweden,USA,0.02,importer_default_high_income,True
Sweden,United Kingdom,0.0,eu_eea_uk_ch_zone,True
Sweden,Guyana,0.02,importer_default_high_income,True
Sweden,Nigeria,0.02,importer_default_high_income,True
Sweden,Denmark,0.0,eu_eea_uk_ch_zone,True
Sweden,Libya,0.02,importer_default_high_income,True
Sweden,Côte d'Ivoire,0.02,importer_default_high_income,True
Sweden,Germany,0.0,eu_eea_uk_ch_zone,True
Sweden,Netherlands,0.0,eu_eea_uk_ch_zone,True
Sweden,Malaysia,0.02,importer_default_high_income,True
Sweden,Jordan,0.02,importer_default_high_income,True
Sweden,Peru,0.02,importer_default_high_income,True
Sweden,Barbados,0.02,importer_default_high_income,True
Sweden,Iceland,0.0,eu_eea_uk_ch_zone,True
Switzerland,USA,0.02,importer_default_high_income,True
Switzerland,Nigeria,0.02,importer_default_high_income,True
Switzerland,Libya,0.02,importer_default_high_income,True
Switzerland,Algeria,0.02,importer_default_high_income,True
Switzerland,Kazakhstan,0.02,importer_default_high_income,True
Switzerland,France,0.0,eu_eea_uk_ch_zone,True
Taiwan,Saudi Arabia,0.02,importer_default_high_income,True
Taiwan,USA,0.02,importer_default_high_income,True
Taiwan,Kuwait,0.02,importer_default_high_income,True
Taiwan,United Arab Emirates,0.02,importer_default_high_income,True
Taiwan,Oman,0.02,importer_default_high_income,True
Taiwan,Qatar,0.02,importer_default_high_income,True
Taiwan,Iraq,0.02,importer_default_high_income,True
Taiwan,Chad,0.02,importer_default_high_income,True
Taiwan,Norway,0.02,importer_default_high_income,True
Thailand,United Arab Emirates,0.04,importer_default_upper_middle_income,True
Thailand,Saudi Arabia,0.04,importer_default_upper_middle_income,True
Thailand,USA,0.04,importer_default_upper_middle_income,True
Thailand,Malaysia,0.04,importer_default_upper_middle_income,True
Thailand,Indonesia,0.04,importer_default_upper_middle_income,True
Thailand,Australia,0.04,importer_default_upper_middle_income,True
Thailand,Qatar,0.04,importer_default_upper_middle_income,True
Thailand,Nigeria,0.04,importer_default_upper_middle_income,True
Thailand,Brazil,0.04,importer_default_upper_middle_income,True
Thailand,Libya,0.04,importer_default_upper_middle_income,True
Thailand,Viet Nam,0.04,importer_default_upper_middle_income,True
Thailand,Brunei Darussalam,0.04,importer_default_upper_middle_income,True
Thailand,Congo,0.04,importer_default_upper_middle_income,True
Thailand,Azerbaijan,0.04,importer_default_upper_middle_income,True
Thailand,Gabon,0.04,importer_default_upper_middle_income,True
Thailand,Angola,0.04,importer_default_upper_middle_income,True
Thailand,Pakistan,0.04,importer_default_upper_middle_income,True
Thailand,Philippines,0.04,importer_default_upper_middle_income,True
Thailand,Timor-Leste,0.04,importer_default_upper_middle_income,True
Thailand,New Zealand,0.04,importer_default_upper_middle_income,True
Thailand,Oman,0.04,importer_default_upper_middle_income,True
Thailand,Equatorial Guinea,0.04,importer_default_upper_middle_income,True
Thailand,Kuwait,0.04,importer_default_upper_middle_income,True
Thailand,Singapore,0.04,importer_default_upper_middle_income,True
Thailand,Iraq,0.04,importer_default_upper_middle_income,True
Thailand,Spain,0.04,importer_default_upper_middle_income,True
Thailand,"China, Hong Kong SAR",0.04,importer_default_upper_middle_income,True
Thailand,Norway,0.04,importer_default_upper_middle_income,True
Thailand,Myanmar,0.04,importer_default_upper_middle_income,True
Trinidad and Tobago,USA,0.02,importer_default_high_income,True
Trinidad and Tobago,Jamaica,0.02,importer_default_high_income,True
Tunisia,Azerbaijan,0.06,importer_default_lower_middle_income,True
Tunisia,Libya,0.06,importer_default_lower_middle_income,True
USA,Canada,0.0,bilateral_fta_bloc,True
USA,Mexico,0.02,importer_default_high_income,True
USA,Saudi Arabia,0.02,importer_default_high_income,True
USA,Brazil,0.02,importer_default_high_income,True
USA,Colombia,0.02,importer_default_high_income,True
USA,Venezuela,0.02,importer_default_high_income,True
USA,Iraq,0.02,importer_default_high_income,True
USA,Guyana,0.02,importer_default_high_income,True
USA,Nigeria,0.02,importer_default_high_income,True
USA,Ecuador,0.02,importer_default_high_income,True
USA,Angola,0.02,importer_default_high_income,True
USA,United Kingdom,0.02,importer_default_high_income,True
USA,Libya,0.02,importer_default_high_income,True
USA,Argentina,0.02,importer_default_high_income,True
USA,Trinidad and Tobago,0.02,importer_default_high_income,True
USA,United Arab Emirates,0.02,importer_default_high_income,True
USA,Kazakhstan,0.02,importer_default_high_income,True
USA,Ghana,0.02,importer_default_high_income,True
USA,Kuwait,0.02,importer_default_high_income,True
USA,Norway,0.02,importer_default_high_income,True
USA,Algeria,0.02,importer_default_high_income,True
USA,Cameroon,0.02,importer_default_high_income,True
USA,Chad,0.02,importer_default_high_income,True
USA,Guatemala,0.02,importer_default_high_income,True
USA,Senegal,0.02,importer_default_high_income,True
USA,Gabon,0.02,importer_default_high_income,True
USA,Peru,0.02,importer_default_high_income,True
USA,Poland,0.02,importer_default_high_income,True
USA,"China, Hong Kong SAR",0.02,importer_default_high_income,True
USA,Qatar,0.02,importer_default_high_income,True
Uganda,Singapore,0.08,importer_default_low_income,True
Uganda,Italy,0.08,importer_default_low_income,True
Uganda,Denmark,0.08,importer_default_low_income,True
Ukraine,Latvia,0.06,importer_default_lower_middle_income,True
United Kingdom,Norway,0.02,importer_default_high_income,True
United Kingdom,USA,0.02,importer_default_high_income,True
United Kingdom,Libya,0.02,importer_default_high_income,True
United Kingdom,Nigeria,0.02,importer_default_high_income,True
United Kingdom,Guyana,0.02,importer_default_high_income,True
